"subject","location","age","sex","condition","rating","cell","frequency","duration","effect","condition_simple","freq_A","freq_B","freq_C","freq_D","dur_A","dur_B","dur_C","dur_D"
35,"mt",NA,"","manyA",5,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
36,"mt",NA,"","manyA",6,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
37,"mt",NA,"","manyA",4,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
38,"mt",NA,"","manyA",-5,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
39,"mt",NA,"","manyA",9,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
40,"mt",NA,"","manyA",5,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
41,"mt",NA,"","manyA",6,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
42,"mt",NA,"","manyA",5,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
43,"mt",NA,"","manyA",2,"A",144,800,"frequency","many","144","36","36","36","800","800","800","800"
1,"nz",24,"female","manyB",1,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
2,"nz",21,"female","manyB",-3,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
18,"nz",20,"male","manyB",-7,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
33,"nz",20,"male","manyB",-5,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
40,"nz",43,"female","manyB",3,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
41,"nz",21,"female","manyB",-4,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
42,"nz",20,"male","manyB",-3,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
44,"nz",22,"male","manyB",9,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
50,"nz",21,"female","manyB",-7,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
56,"nz",24,"female","manyB",0,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
57,"nz",22,"male","manyB",3,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
61,"nz",18,"female","manyB",-6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
65,"nz",20,"female","manyB",-6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
67,"nz",24,"female","manyB",-7,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
68,"nz",20,"female","manyB",-8,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
70,"nz",20,"female","manyB",-2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
75,"nz",21,"female","manyB",-2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
81,"nz",14,"female","manyB",-9,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
87,"nz",45,"female","manyB",6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
109,"nz",21,"female","manyB",0,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
126,"nz",20,"male","manyB",-8,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
127,"nz",46,"female","manyB",-3,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
132,"nz",21,"male","manyB",-2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
137,"nz",29,"male","manyB",-6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
141,"nz",29,"female","manyB",-6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
142,"nz",31,"female","manyB",-7,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
144,"nz",32,"female","manyB",-5,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
146,"nz",35,"female","manyB",-7,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
147,"nz",20,"female","manyB",-8,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
149,"nz",29,"female","manyB",-9,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
204,"nz",20,"female","manyB",-4,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
213,"nz",27,"female","manyB",-6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
216,"nz",50,"female","manyB",2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
219,"nz",21,"female","manyB",1,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
220,"nz",21,"male","manyB",-2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
225,"nz",20,"female","manyB",4,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
226,"nz",20,"female","manyB",-2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
234,"nz",26,"male","manyB",-3,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
237,"nz",32,"female","manyB",2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
247,"nz",20,"female","manyB",-2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
249,"nz",25,"female","manyB",-10,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
250,"nz",18,"female","manyB",-7,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
251,"nz",29,"female","manyB",-3,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
1,"mt",NA,"","manyB",-4,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
2,"mt",NA,"","manyB",-6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
3,"mt",NA,"","manyB",8,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
4,"mt",NA,"","manyB",3,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
5,"mt",NA,"","manyB",-5,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
6,"mt",NA,"","manyB",1,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
7,"mt",NA,"","manyB",-2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
8,"mt",NA,"","manyB",-8,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
9,"mt",NA,"","manyB",5,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
10,"mt",NA,"","manyB",-5,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
11,"mt",NA,"","manyB",1,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
12,"mt",NA,"","manyB",-8,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
13,"mt",NA,"","manyB",-6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
14,"mt",NA,"","manyB",-10,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
15,"mt",NA,"","manyB",-3,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
16,"mt",NA,"","manyB",-5,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
17,"mt",NA,"","manyB",-7,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
18,"mt",NA,"","manyB",2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
19,"mt",NA,"","manyB",-4,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
20,"mt",NA,"","manyB",-7,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
21,"mt",NA,"","manyB",-6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
22,"mt",NA,"","manyB",-6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
23,"mt",NA,"","manyB",-6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
24,"mt",NA,"","manyB",-7,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
25,"mt",NA,"","manyB",-4,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
26,"mt",NA,"","manyB",-8,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
27,"mt",NA,"","manyB",6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
28,"mt",NA,"","manyB",-5,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
29,"mt",NA,"","manyB",1,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
30,"mt",NA,"","manyB",-3,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
31,"mt",NA,"","manyB",-6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
32,"mt",NA,"","manyB",-8,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
33,"mt",NA,"","manyB",-9,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
34,"mt",NA,"","manyB",-7,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
35,"mt",NA,"","manyB",-6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
36,"mt",NA,"","manyB",-7,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
37,"mt",NA,"","manyB",-4,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
38,"mt",NA,"","manyB",-7,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
39,"mt",NA,"","manyB",8,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
40,"mt",NA,"","manyB",-2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
41,"mt",NA,"","manyB",6,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
42,"mt",NA,"","manyB",2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
43,"mt",NA,"","manyB",-2,"B",144,800,"frequency","many","36","144","36","36","800","800","800","800"
1,"nz",24,"female","manyC",-6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
2,"nz",21,"female","manyC",-2,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
18,"nz",20,"male","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
33,"nz",20,"male","manyC",-6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
40,"nz",43,"female","manyC",2,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
41,"nz",21,"female","manyC",6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
42,"nz",20,"male","manyC",-7,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
44,"nz",22,"male","manyC",4,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
50,"nz",21,"female","manyC",-3,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
56,"nz",24,"female","manyC",4,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
57,"nz",22,"male","manyC",0,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
61,"nz",18,"female","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
65,"nz",20,"female","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
67,"nz",24,"female","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
68,"nz",20,"female","manyC",-3,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
70,"nz",20,"female","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
75,"nz",21,"female","manyC",-10,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
81,"nz",14,"female","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
87,"nz",45,"female","manyC",2,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
109,"nz",21,"female","manyC",-3,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
126,"nz",20,"male","manyC",-7,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
127,"nz",46,"female","manyC",3,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
132,"nz",21,"male","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
137,"nz",29,"male","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
141,"nz",29,"female","manyC",-5,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
142,"nz",31,"female","manyC",-6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
144,"nz",32,"female","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
146,"nz",35,"female","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
147,"nz",20,"female","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
149,"nz",29,"female","manyC",-9,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
204,"nz",20,"female","manyC",0,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
213,"nz",27,"female","manyC",5,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
216,"nz",50,"female","manyC",7,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
219,"nz",21,"female","manyC",1,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
220,"nz",21,"male","manyC",-6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
225,"nz",20,"female","manyC",2,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
226,"nz",20,"female","manyC",2,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
234,"nz",26,"male","manyC",-1,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
237,"nz",32,"female","manyC",1,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
247,"nz",20,"female","manyC",-5,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
249,"nz",25,"female","manyC",2,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
250,"nz",18,"female","manyC",-7,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
251,"nz",29,"female","manyC",-3,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
1,"mt",NA,"","manyC",-9,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
2,"mt",NA,"","manyC",7,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
3,"mt",NA,"","manyC",8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
4,"mt",NA,"","manyC",-2,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
5,"mt",NA,"","manyC",-6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
6,"mt",NA,"","manyC",6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
7,"mt",NA,"","manyC",0,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
8,"mt",NA,"","manyC",-7,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
9,"mt",NA,"","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
10,"mt",NA,"","manyC",-6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
11,"mt",NA,"","manyC",-9,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
12,"mt",NA,"","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
13,"mt",NA,"","manyC",7,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
14,"mt",NA,"","manyC",-9,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
15,"mt",NA,"","manyC",-3,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
16,"mt",NA,"","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
17,"mt",NA,"","manyC",-4,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
18,"mt",NA,"","manyC",7,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
19,"mt",NA,"","manyC",-6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
20,"mt",NA,"","manyC",-9,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
21,"mt",NA,"","manyC",-7,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
22,"mt",NA,"","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
23,"mt",NA,"","manyC",-7,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
24,"mt",NA,"","manyC",-5,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
25,"mt",NA,"","manyC",-7,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
26,"mt",NA,"","manyC",-4,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
27,"mt",NA,"","manyC",2,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
28,"mt",NA,"","manyC",-5,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
29,"mt",NA,"","manyC",-8,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
30,"mt",NA,"","manyC",-3,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
31,"mt",NA,"","manyC",-6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
32,"mt",NA,"","manyC",6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
33,"mt",NA,"","manyC",-4,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
34,"mt",NA,"","manyC",-6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
35,"mt",NA,"","manyC",-6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
36,"mt",NA,"","manyC",-6,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
37,"mt",NA,"","manyC",-2,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
38,"mt",NA,"","manyC",5,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
39,"mt",NA,"","manyC",5,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
40,"mt",NA,"","manyC",-3,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
41,"mt",NA,"","manyC",7,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
42,"mt",NA,"","manyC",-4,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
43,"mt",NA,"","manyC",2,"C",144,800,"frequency","many","36","36","144","36","800","800","800","800"
1,"nz",24,"female","manyD",-2,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
2,"nz",21,"female","manyD",8,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
18,"nz",20,"male","manyD",8,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
33,"nz",20,"male","manyD",6,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
40,"nz",43,"female","manyD",2,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
41,"nz",21,"female","manyD",1,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
42,"nz",20,"male","manyD",6,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
44,"nz",22,"male","manyD",0,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
50,"nz",21,"female","manyD",3,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
56,"nz",24,"female","manyD",3,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
57,"nz",22,"male","manyD",-8,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
61,"nz",18,"female","manyD",-8,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
65,"nz",20,"female","manyD",7,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
67,"nz",24,"female","manyD",-7,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
68,"nz",20,"female","manyD",6,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
70,"nz",20,"female","manyD",0,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
75,"nz",21,"female","manyD",4,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
81,"nz",14,"female","manyD",6,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
87,"nz",45,"female","manyD",-7,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
109,"nz",21,"female","manyD",-7,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
126,"nz",20,"male","manyD",5,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
127,"nz",46,"female","manyD",-9,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
132,"nz",21,"male","manyD",6,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
137,"nz",29,"male","manyD",8,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
141,"nz",29,"female","manyD",9,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
142,"nz",31,"female","manyD",-3,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
144,"nz",32,"female","manyD",8,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
146,"nz",35,"female","manyD",7,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
147,"nz",20,"female","manyD",-5,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
149,"nz",29,"female","manyD",8,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
204,"nz",20,"female","manyD",0,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
213,"nz",27,"female","manyD",-10,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
216,"nz",50,"female","manyD",-4,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
219,"nz",21,"female","manyD",1,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
220,"nz",21,"male","manyD",6,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
225,"nz",20,"female","manyD",3,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
226,"nz",20,"female","manyD",6,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
234,"nz",26,"male","manyD",-3,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
237,"nz",32,"female","manyD",2,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
247,"nz",20,"female","manyD",-9,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
249,"nz",25,"female","manyD",10,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
250,"nz",18,"female","manyD",-5,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
251,"nz",29,"female","manyD",0,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
1,"mt",NA,"","manyD",-9,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
2,"mt",NA,"","manyD",-7,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
3,"mt",NA,"","manyD",10,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
4,"mt",NA,"","manyD",2,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
5,"mt",NA,"","manyD",6,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
6,"mt",NA,"","manyD",-3,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
7,"mt",NA,"","manyD",-1,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
8,"mt",NA,"","manyD",7,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
9,"mt",NA,"","manyD",5,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
10,"mt",NA,"","manyD",4,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
11,"mt",NA,"","manyD",-1,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
12,"mt",NA,"","manyD",9,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
13,"mt",NA,"","manyD",7,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
14,"mt",NA,"","manyD",9,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
15,"mt",NA,"","manyD",-4,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
16,"mt",NA,"","manyD",-2,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
17,"mt",NA,"","manyD",-9,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
18,"mt",NA,"","manyD",4,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
19,"mt",NA,"","manyD",5,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
20,"mt",NA,"","manyD",9,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
21,"mt",NA,"","manyD",3,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
22,"mt",NA,"","manyD",-4,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
23,"mt",NA,"","manyD",-9,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
24,"mt",NA,"","manyD",4,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
25,"mt",NA,"","manyD",-3,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
26,"mt",NA,"","manyD",9,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
27,"mt",NA,"","manyD",-2,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
28,"mt",NA,"","manyD",-4,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
29,"mt",NA,"","manyD",-8,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
30,"mt",NA,"","manyD",3,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
31,"mt",NA,"","manyD",-5,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
32,"mt",NA,"","manyD",10,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
33,"mt",NA,"","manyD",2,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
34,"mt",NA,"","manyD",7,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
35,"mt",NA,"","manyD",5,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
36,"mt",NA,"","manyD",-1,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
37,"mt",NA,"","manyD",8,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
38,"mt",NA,"","manyD",-7,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
39,"mt",NA,"","manyD",-2,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
40,"mt",NA,"","manyD",-6,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
41,"mt",NA,"","manyD",6,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
42,"mt",NA,"","manyD",-9,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
43,"mt",NA,"","manyD",-2,"D",144,800,"frequency","many","36","36","36","144","800","800","800","800"
1,"nz",24,"female","shortA",4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
2,"nz",21,"female","shortA",-5,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
18,"nz",20,"male","shortA",-2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
33,"nz",20,"male","shortA",0,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
40,"nz",43,"female","shortA",3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
41,"nz",21,"female","shortA",6,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
42,"nz",20,"male","shortA",-1,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
44,"nz",22,"male","shortA",7,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
50,"nz",21,"female","shortA",1,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
56,"nz",24,"female","shortA",0,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
57,"nz",22,"male","shortA",3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
61,"nz",18,"female","shortA",0,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
65,"nz",20,"female","shortA",3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
67,"nz",24,"female","shortA",4,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
68,"nz",20,"female","shortA",2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
70,"nz",20,"female","shortA",-3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
75,"nz",21,"female","shortA",-2,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
81,"nz",14,"female","shortA",-1,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
87,"nz",45,"female","shortA",0,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
109,"nz",21,"female","shortA",3,"A",36,200,"duration","short","36","36","36","36","200","800","800","800"
