"subject","location","age","sex","condition","rating","cell","frequency","duration","effect","condition_simple","freq_A","freq_B","freq_C","freq_D","dur_A","dur_B","dur_C","dur_D"
87,"nz",45,"female","fewC",9,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
109,"nz",21,"female","fewC",-4,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
126,"nz",20,"male","fewC",2,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
127,"nz",46,"female","fewC",3,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
132,"nz",21,"male","fewC",6,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
137,"nz",29,"male","fewC",2,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
141,"nz",29,"female","fewC",8,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
142,"nz",31,"female","fewC",-3,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
144,"nz",32,"female","fewC",6,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
146,"nz",35,"female","fewC",6,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
147,"nz",20,"female","fewC",1,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
149,"nz",29,"female","fewC",10,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
204,"nz",20,"female","fewC",-2,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
213,"nz",27,"female","fewC",8,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
216,"nz",50,"female","fewC",-4,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
219,"nz",21,"female","fewC",4,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
220,"nz",21,"male","fewC",7,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
225,"nz",20,"female","fewC",0,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
226,"nz",20,"female","fewC",3,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
234,"nz",26,"male","fewC",3,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
237,"nz",32,"female","fewC",1,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
247,"nz",20,"female","fewC",5,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
249,"nz",25,"female","fewC",-8,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
250,"nz",18,"female","fewC",3,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
251,"nz",29,"female","fewC",2,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
1,"mt",NA,"","fewC",9,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
2,"mt",NA,"","fewC",7,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
3,"mt",NA,"","fewC",10,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
4,"mt",NA,"","fewC",5,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
5,"mt",NA,"","fewC",4,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
6,"mt",NA,"","fewC",1,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
7,"mt",NA,"","fewC",4,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
8,"mt",NA,"","fewC",6,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
9,"mt",NA,"","fewC",-5,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
10,"mt",NA,"","fewC",-7,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
11,"mt",NA,"","fewC",4,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
12,"mt",NA,"","fewC",9,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
13,"mt",NA,"","fewC",4,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
14,"mt",NA,"","fewC",9,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
15,"mt",NA,"","fewC",-6,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
16,"mt",NA,"","fewC",8,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
17,"mt",NA,"","fewC",-5,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
18,"mt",NA,"","fewC",2,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
19,"mt",NA,"","fewC",6,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
20,"mt",NA,"","fewC",8,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
21,"mt",NA,"","fewC",-2,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
22,"mt",NA,"","fewC",-9,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
23,"mt",NA,"","fewC",-3,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
24,"mt",NA,"","fewC",-2,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
25,"mt",NA,"","fewC",7,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
26,"mt",NA,"","fewC",3,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
27,"mt",NA,"","fewC",-3,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
28,"mt",NA,"","fewC",-4,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
29,"mt",NA,"","fewC",-2,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
30,"mt",NA,"","fewC",3,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
31,"mt",NA,"","fewC",0,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
32,"mt",NA,"","fewC",7,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
33,"mt",NA,"","fewC",2,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
34,"mt",NA,"","fewC",8,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
35,"mt",NA,"","fewC",4,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
36,"mt",NA,"","fewC",-1,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
37,"mt",NA,"","fewC",10,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
38,"mt",NA,"","fewC",-6,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
39,"mt",NA,"","fewC",5,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
40,"mt",NA,"","fewC",8,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
41,"mt",NA,"","fewC",6,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
42,"mt",NA,"","fewC",1,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
43,"mt",NA,"","fewC",-2,"C",9,800,"frequency","few","36","36","9","36","800","800","800","800"
1,"nz",24,"female","fewD",4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
2,"nz",21,"female","fewD",4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
18,"nz",20,"male","fewD",-6,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
33,"nz",20,"male","fewD",0,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
40,"nz",43,"female","fewD",5,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
41,"nz",21,"female","fewD",1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
42,"nz",20,"male","fewD",-4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
44,"nz",22,"male","fewD",4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
50,"nz",21,"female","fewD",-2,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
56,"nz",24,"female","fewD",5,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
57,"nz",22,"male","fewD",0,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
61,"nz",18,"female","fewD",-7,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
65,"nz",20,"female","fewD",-6,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
67,"nz",24,"female","fewD",-1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
68,"nz",20,"female","fewD",-4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
70,"nz",20,"female","fewD",-3,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
75,"nz",21,"female","fewD",6,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
81,"nz",14,"female","fewD",-5,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
87,"nz",45,"female","fewD",0,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
109,"nz",21,"female","fewD",3,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
126,"nz",20,"male","fewD",4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
127,"nz",46,"female","fewD",7,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
132,"nz",21,"male","fewD",1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
137,"nz",29,"male","fewD",-5,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
141,"nz",29,"female","fewD",0,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
142,"nz",31,"female","fewD",1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
144,"nz",32,"female","fewD",-3,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
146,"nz",35,"female","fewD",-4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
147,"nz",20,"female","fewD",1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
149,"nz",29,"female","fewD",-6,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
204,"nz",20,"female","fewD",6,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
213,"nz",27,"female","fewD",5,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
216,"nz",50,"female","fewD",-3,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
219,"nz",21,"female","fewD",5,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
220,"nz",21,"male","fewD",-1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
225,"nz",20,"female","fewD",0,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
226,"nz",20,"female","fewD",-6,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
234,"nz",26,"male","fewD",0,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
237,"nz",32,"female","fewD",6,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
247,"nz",20,"female","fewD",5,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
249,"nz",25,"female","fewD",0,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
250,"nz",18,"female","fewD",-1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
251,"nz",29,"female","fewD",-1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
1,"mt",NA,"","fewD",8,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
2,"mt",NA,"","fewD",7,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
3,"mt",NA,"","fewD",8,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
4,"mt",NA,"","fewD",6,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
5,"mt",NA,"","fewD",-3,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
6,"mt",NA,"","fewD",9,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
7,"mt",NA,"","fewD",1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
8,"mt",NA,"","fewD",-3,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
9,"mt",NA,"","fewD",-4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
10,"mt",NA,"","fewD",1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
11,"mt",NA,"","fewD",1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
12,"mt",NA,"","fewD",-4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
13,"mt",NA,"","fewD",6,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
14,"mt",NA,"","fewD",-9,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
15,"mt",NA,"","fewD",-4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
16,"mt",NA,"","fewD",7,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
17,"mt",NA,"","fewD",-6,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
18,"mt",NA,"","fewD",4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
19,"mt",NA,"","fewD",-1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
20,"mt",NA,"","fewD",-3,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
21,"mt",NA,"","fewD",8,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
22,"mt",NA,"","fewD",3,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
23,"mt",NA,"","fewD",-4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
24,"mt",NA,"","fewD",-4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
25,"mt",NA,"","fewD",4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
26,"mt",NA,"","fewD",0,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
27,"mt",NA,"","fewD",7,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
28,"mt",NA,"","fewD",5,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
29,"mt",NA,"","fewD",4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
30,"mt",NA,"","fewD",2,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
31,"mt",NA,"","fewD",8,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
32,"mt",NA,"","fewD",9,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
33,"mt",NA,"","fewD",-2,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
34,"mt",NA,"","fewD",-5,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
35,"mt",NA,"","fewD",-2,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
36,"mt",NA,"","fewD",1,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
37,"mt",NA,"","fewD",-4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
38,"mt",NA,"","fewD",-5,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
39,"mt",NA,"","fewD",-5,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
40,"mt",NA,"","fewD",-4,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
41,"mt",NA,"","fewD",7,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
42,"mt",NA,"","fewD",-8,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
43,"mt",NA,"","fewD",-2,"D",9,800,"frequency","few","36","36","36","9","800","800","800","800"
1,"nz",24,"female","longA",4,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
2,"nz",21,"female","longA",9,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
18,"nz",20,"male","longA",1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
33,"nz",20,"male","longA",0,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
40,"nz",43,"female","longA",2,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
41,"nz",21,"female","longA",-1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
42,"nz",20,"male","longA",0,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
44,"nz",22,"male","longA",0,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
50,"nz",21,"female","longA",1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
56,"nz",24,"female","longA",-5,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
57,"nz",22,"male","longA",2,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
61,"nz",18,"female","longA",6,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
65,"nz",20,"female","longA",-1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
67,"nz",24,"female","longA",7,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
68,"nz",20,"female","longA",0,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
70,"nz",20,"female","longA",3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
75,"nz",21,"female","longA",-4,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
81,"nz",14,"female","longA",2,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
87,"nz",45,"female","longA",-7,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
109,"nz",21,"female","longA",-4,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
126,"nz",20,"male","longA",7,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
127,"nz",46,"female","longA",-1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
132,"nz",21,"male","longA",5,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
137,"nz",29,"male","longA",0,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
141,"nz",29,"female","longA",6,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
142,"nz",31,"female","longA",-1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
144,"nz",32,"female","longA",0,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
146,"nz",35,"female","longA",0,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
147,"nz",20,"female","longA",-6,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
149,"nz",29,"female","longA",8,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
204,"nz",20,"female","longA",8,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
213,"nz",27,"female","longA",9,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
216,"nz",50,"female","longA",4,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
219,"nz",21,"female","longA",4,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
220,"nz",21,"male","longA",1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
225,"nz",20,"female","longA",5,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
226,"nz",20,"female","longA",8,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
234,"nz",26,"male","longA",-3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
237,"nz",32,"female","longA",3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
247,"nz",20,"female","longA",2,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
249,"nz",25,"female","longA",0,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
250,"nz",18,"female","longA",3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
251,"nz",29,"female","longA",3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
1,"mt",NA,"","longA",-6,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
2,"mt",NA,"","longA",9,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
3,"mt",NA,"","longA",7,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
4,"mt",NA,"","longA",4,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
5,"mt",NA,"","longA",1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
6,"mt",NA,"","longA",3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
7,"mt",NA,"","longA",10,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
8,"mt",NA,"","longA",1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
9,"mt",NA,"","longA",8,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
10,"mt",NA,"","longA",-3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
11,"mt",NA,"","longA",8,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
12,"mt",NA,"","longA",1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
13,"mt",NA,"","longA",-5,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
14,"mt",NA,"","longA",9,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
15,"mt",NA,"","longA",-3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
16,"mt",NA,"","longA",7,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
17,"mt",NA,"","longA",5,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
18,"mt",NA,"","longA",2,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
19,"mt",NA,"","longA",2,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
20,"mt",NA,"","longA",2,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
21,"mt",NA,"","longA",-3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
22,"mt",NA,"","longA",-3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
23,"mt",NA,"","longA",8,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
24,"mt",NA,"","longA",3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
25,"mt",NA,"","longA",3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
26,"mt",NA,"","longA",-2,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
27,"mt",NA,"","longA",8,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
28,"mt",NA,"","longA",-1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
29,"mt",NA,"","longA",-6,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
30,"mt",NA,"","longA",3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
31,"mt",NA,"","longA",-2,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
32,"mt",NA,"","longA",10,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
33,"mt",NA,"","longA",-1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
34,"mt",NA,"","longA",5,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
35,"mt",NA,"","longA",-1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
36,"mt",NA,"","longA",-5,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
37,"mt",NA,"","longA",-3,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
38,"mt",NA,"","longA",-6,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
39,"mt",NA,"","longA",5,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
40,"mt",NA,"","longA",-1,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
41,"mt",NA,"","longA",7,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
42,"mt",NA,"","longA",-7,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
43,"mt",NA,"","longA",-2,"A",36,3200,"duration","long","36","36","36","36","3200","800","800","800"
1,"nz",24,"female","longB",4,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
2,"nz",21,"female","longB",-3,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
18,"nz",20,"male","longB",-3,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
33,"nz",20,"male","longB",0,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
40,"nz",43,"female","longB",-1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
41,"nz",21,"female","longB",8,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
42,"nz",20,"male","longB",-1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
44,"nz",22,"male","longB",6,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
50,"nz",21,"female","longB",5,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
56,"nz",24,"female","longB",0,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
57,"nz",22,"male","longB",-10,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
61,"nz",18,"female","longB",-8,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
65,"nz",20,"female","longB",2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
67,"nz",24,"female","longB",-1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
68,"nz",20,"female","longB",1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
70,"nz",20,"female","longB",-6,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
75,"nz",21,"female","longB",4,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
81,"nz",14,"female","longB",-1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
87,"nz",45,"female","longB",-6,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
109,"nz",21,"female","longB",4,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
126,"nz",20,"male","longB",-2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
127,"nz",46,"female","longB",-2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
132,"nz",21,"male","longB",-8,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
137,"nz",29,"male","longB",-5,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
141,"nz",29,"female","longB",0,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
142,"nz",31,"female","longB",-3,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
144,"nz",32,"female","longB",0,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
146,"nz",35,"female","longB",2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
147,"nz",20,"female","longB",-6,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
149,"nz",29,"female","longB",-6,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
204,"nz",20,"female","longB",3,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
213,"nz",27,"female","longB",10,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
216,"nz",50,"female","longB",7,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
219,"nz",21,"female","longB",2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
220,"nz",21,"male","longB",0,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
225,"nz",20,"female","longB",5,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
226,"nz",20,"female","longB",-2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
234,"nz",26,"male","longB",1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
237,"nz",32,"female","longB",1,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
247,"nz",20,"female","longB",2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
249,"nz",25,"female","longB",0,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
250,"nz",18,"female","longB",0,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
251,"nz",29,"female","longB",2,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
1,"mt",NA,"","longB",9,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
2,"mt",NA,"","longB",6,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
3,"mt",NA,"","longB",10,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
4,"mt",NA,"","longB",-6,"B",36,3200,"duration","long","36","36","36","36","800","3200","800","800"
