"cond_order","condition_num","subject","rating","condition","cell","few_many","adjusted","frequency","duration"
4,"8","32",-7,"few_C","C","few","no","6","900"
4,"11","33",-3,"many_C_adj","C","many","yes","54","150"
4,"8","34",7,"few_C","C","few","no","6","900"
4,"7","35",-9,"many_B_adj","B","many","yes","54","150"
4,"2","36",8,"many_A","A","many","no","54","900"
4,"16","37",6,"baseline","A","baseline","no","18","900"
4,"6","38",-3,"many_B","B","many","no","54","900"
4,"10","39",7,"many_C","C","many","no","54","900"
4,"9","40",8,"few_C_adj","C","few","yes","6","5400"
4,"0","41",6,"few_A","A","few","no","6","900"
4,"13","42",-3,"few_D_adj","D","few","yes","6","5400"
4,"13","43",-10,"few_D_adj","D","few","yes","6","5400"
5,"12","1",-3,"few_D","D","few","no","6","900"
5,"7","2",8,"many_B_adj","B","many","yes","54","150"
5,"16","3",1,"baseline","A","baseline","no","18","900"
5,"13","4",6,"few_D_adj","D","few","yes","6","5400"
5,"4","5",4,"few_B","B","few","no","6","900"
5,"9","6",-2,"few_C_adj","C","few","yes","6","5400"
5,"12","7",10,"few_D","D","few","no","6","900"
5,"10","8",-5,"many_C","C","many","no","54","900"
5,"10","9",-7,"many_C","C","many","no","54","900"
5,"9","10",-4,"few_C_adj","C","few","yes","6","5400"
5,"10","11",7,"many_C","C","many","no","54","900"
5,"0","12",4,"few_A","A","few","no","6","900"
5,"6","13",-9,"many_B","B","many","no","54","900"
5,"11","14",7,"many_C_adj","C","many","yes","54","150"
5,"1","15",3,"few_A_adj","A","few","yes","6","5400"
5,"7","16",10,"many_B_adj","B","many","yes","54","150"
5,"15","17",7,"many_D_adj","D","many","yes","54","150"
5,"7","18",4,"many_B_adj","B","many","yes","54","150"
5,"10","19",5,"many_C","C","many","no","54","900"
5,"16","20",8,"baseline","A","baseline","no","18","900"
5,"1","21",-7,"few_A_adj","A","few","yes","6","5400"
5,"14","22",-5,"many_D","D","many","no","54","900"
5,"11","23",6,"many_C_adj","C","many","yes","54","150"
5,"12","24",5,"few_D","D","few","no","6","900"
5,"6","25",10,"many_B","B","many","no","54","900"
5,"11","26",9,"many_C_adj","C","many","yes","54","150"
5,"3","27",9,"many_A_adj","A","many","yes","54","150"
5,"11","28",5,"many_C_adj","C","many","yes","54","150"
5,"4","29",3,"few_B","B","few","no","6","900"
5,"7","30",-7,"many_B_adj","B","many","yes","54","150"
5,"6","31",10,"many_B","B","many","no","54","900"
5,"7","32",-5,"many_B_adj","B","many","yes","54","150"
5,"8","33",3,"few_C","C","few","no","6","900"
5,"11","34",2,"many_C_adj","C","many","yes","54","150"
5,"1","35",-2,"few_A_adj","A","few","yes","6","5400"
5,"9","36",3,"few_C_adj","C","few","yes","6","5400"
5,"9","37",5,"few_C_adj","C","few","yes","6","5400"
5,"9","38",2,"few_C_adj","C","few","yes","6","5400"
5,"0","39",9,"few_A","A","few","no","6","900"
5,"6","40",5,"many_B","B","many","no","54","900"
5,"12","41",6,"few_D","D","few","no","6","900"
5,"4","42",6,"few_B","B","few","no","6","900"
5,"14","43",-10,"many_D","D","many","no","54","900"
6,"4","1",3,"few_B","B","few","no","6","900"
6,"14","2",9,"many_D","D","many","no","54","900"
6,"4","3",-7,"few_B","B","few","no","6","900"
6,"6","4",-5,"many_B","B","many","no","54","900"
6,"0","5",2,"few_A","A","few","no","6","900"
6,"4","6",1,"few_B","B","few","no","6","900"
6,"1","7",10,"few_A_adj","A","few","yes","6","5400"
6,"7","8",-2,"many_B_adj","B","many","yes","54","150"
6,"13","9",-4,"few_D_adj","D","few","yes","6","5400"
6,"14","10",-5,"many_D","D","many","no","54","900"
6,"12","11",-4,"few_D","D","few","no","6","900"
6,"6","12",-9,"many_B","B","many","no","54","900"
6,"11","13",-6,"many_C_adj","C","many","yes","54","150"
6,"1","14",9,"few_A_adj","A","few","yes","6","5400"
6,"7","15",3,"many_B_adj","B","many","yes","54","150"
6,"12","16",5,"few_D","D","few","no","6","900"
6,"9","17",7,"few_C_adj","C","few","yes","6","5400"
6,"8","18",-2,"few_C","C","few","no","6","900"
6,"7","19",3,"many_B_adj","B","many","yes","54","150"
6,"12","20",6,"few_D","D","few","no","6","900"
6,"6","21",8,"many_B","B","many","no","54","900"
6,"2","22",4,"many_A","A","many","no","54","900"
6,"0","23",7,"few_A","A","few","no","6","900"
6,"2","24",6,"many_A","A","many","no","54","900"
6,"7","25",10,"many_B_adj","B","many","yes","54","150"
6,"4","26",9,"few_B","B","few","no","6","900"
6,"15","27",-6,"many_D_adj","D","many","yes","54","150"
6,"2","28",8,"many_A","A","many","no","54","900"
6,"2","29",5,"many_A","A","many","no","54","900"
6,"12","30",2,"few_D","D","few","no","6","900"
6,"5","31",10,"few_B_adj","B","few","yes","6","5400"
6,"3","32",-2,"many_A_adj","A","many","yes","54","150"
6,"6","33",-4,"many_B","B","many","no","54","900"
6,"1","34",-8,"few_A_adj","A","few","yes","6","5400"
6,"3","35",-7,"many_A_adj","A","many","yes","54","150"
6,"13","36",2,"few_D_adj","D","few","yes","6","5400"
6,"4","37",5,"few_B","B","few","no","6","900"
6,"2","38",9,"many_A","A","many","no","54","900"
6,"3","39",8,"many_A_adj","A","many","yes","54","150"
6,"16","40",10,"baseline","A","baseline","no","18","900"
6,"16","41",0,"baseline","A","baseline","no","18","900"
6,"11","42",-3,"many_C_adj","C","many","yes","54","150"
6,"9","43",-10,"few_C_adj","C","few","yes","6","5400"
7,"11","1",-2,"many_C_adj","C","many","yes","54","150"
7,"2","2",5,"many_A","A","many","no","54","900"
7,"5","3",8,"few_B_adj","B","few","yes","6","5400"
7,"7","4",7,"many_B_adj","B","many","yes","54","150"
7,"7","5",3,"many_B_adj","B","many","yes","54","150"
7,"0","6",3,"few_A","A","few","no","6","900"
7,"6","7",10,"many_B","B","many","no","54","900"
7,"14","8",1,"many_D","D","many","no","54","900"
7,"3","9",5,"many_A_adj","A","many","yes","54","150"
7,"1","10",-4,"few_A_adj","A","few","yes","6","5400"
7,"13","11",-8,"few_D_adj","D","few","yes","6","5400"
7,"16","12",6,"baseline","A","baseline","no","18","900"
7,"3","13",6,"many_A_adj","A","many","yes","54","150"
7,"4","14",7,"few_B","B","few","no","6","900"
7,"10","15",4,"many_C","C","many","no","54","900"
7,"9","16",-3,"few_C_adj","C","few","yes","6","5400"
7,"8","17",7,"few_C","C","few","no","6","900"
7,"11","18",-6,"many_C_adj","C","many","yes","54","150"
7,"14","19",6,"many_D","D","many","no","54","900"
7,"7","20",7,"many_B_adj","B","many","yes","54","150"
7,"3","21",-9,"many_A_adj","A","many","yes","54","150"
7,"12","22",4,"few_D","D","few","no","6","900"
7,"4","23",6,"few_B","B","few","no","6","900"
7,"8","24",4,"few_C","C","few","no","6","900"
7,"13","25",10,"few_D_adj","D","few","yes","6","5400"
7,"6","26",10,"many_B","B","many","no","54","900"
7,"8","27",-1,"few_C","C","few","no","6","900"
7,"0","28",-2,"few_A","A","few","no","6","900"
7,"10","29",-8,"many_C","C","many","no","54","900"
7,"6","30",-7,"many_B","B","many","no","54","900"
7,"9","31",10,"few_C_adj","C","few","yes","6","5400"
7,"15","32",4,"many_D_adj","D","many","yes","54","150"
7,"5","33",4,"few_B_adj","B","few","yes","6","5400"
7,"6","34",-4,"many_B","B","many","no","54","900"
7,"6","35",-8,"many_B","B","many","no","54","900"
7,"0","36",-1,"few_A","A","few","no","6","900"
7,"1","37",6,"few_A_adj","A","few","yes","6","5400"
7,"15","38",-4,"many_D_adj","D","many","yes","54","150"
7,"8","39",-6,"few_C","C","few","no","6","900"
7,"2","40",6,"many_A","A","many","no","54","900"
7,"10","41",-5,"many_C","C","many","no","54","900"
7,"0","42",-4,"few_A","A","few","no","6","900"
7,"7","43",-10,"many_B_adj","B","many","yes","54","150"
8,"1","1",3,"few_A_adj","A","few","yes","6","5400"
8,"5","2",8,"few_B_adj","B","few","yes","6","5400"
8,"12","3",3,"few_D","D","few","no","6","900"
8,"8","4",8,"few_C","C","few","no","6","900"
8,"16","5",3,"baseline","A","baseline","no","18","900"
8,"7","6",7,"many_B_adj","B","many","yes","54","150"
8,"8","7",10,"few_C","C","few","no","6","900"
8,"1","8",-8,"few_A_adj","A","few","yes","6","5400"
8,"5","9",8,"few_B_adj","B","few","yes","6","5400"
8,"10","10",-6,"many_C","C","many","no","54","900"
8,"6","11",3,"many_B","B","many","no","54","900"
8,"13","12",4,"few_D_adj","D","few","yes","6","5400"
8,"14","13",7,"many_D","D","many","no","54","900"
8,"8","14",9,"few_C","C","few","no","6","900"
8,"13","15",3,"few_D_adj","D","few","yes","6","5400"
8,"4","16",2,"few_B","B","few","no","6","900"
8,"0","17",6,"few_A","A","few","no","6","900"
8,"13","18",3,"few_D_adj","D","few","yes","6","5400"
8,"6","19",6,"many_B","B","many","no","54","900"
8,"6","20",7,"many_B","B","many","no","54","900"
8,"10","21",-7,"many_C","C","many","no","54","900"
8,"4","22",6,"few_B","B","few","no","6","900"
8,"10","23",7,"many_C","C","many","no","54","900"
8,"6","24",6,"many_B","B","many","no","54","900"
8,"1","25",10,"few_A_adj","A","few","yes","6","5400"
8,"8","26",10,"few_C","C","few","no","6","900"
8,"6","27",-8,"many_B","B","many","no","54","900"
8,"3","28",5,"many_A_adj","A","many","yes","54","150"
8,"15","29",-3,"many_D_adj","D","many","yes","54","150"
8,"15","30",-3,"many_D_adj","D","many","yes","54","150"
8,"3","31",10,"many_A_adj","A","many","yes","54","150"
8,"13","32",-6,"few_D_adj","D","few","yes","6","5400"
8,"4","33",6,"few_B","B","few","no","6","900"
8,"4","34",5,"few_B","B","few","no","6","900"
8,"15","35",6,"many_D_adj","D","many","yes","54","150"
8,"7","36",1,"many_B_adj","B","many","yes","54","150"
8,"15","37",5,"many_D_adj","D","many","yes","54","150"
8,"1","38",-4,"few_A_adj","A","few","yes","6","5400"
8,"13","39",2,"few_D_adj","D","few","yes","6","5400"
8,"15","40",4,"many_D_adj","D","many","yes","54","150"
8,"9","41",-8,"few_C_adj","C","few","yes","6","5400"
8,"15","42",2,"many_D_adj","D","many","yes","54","150"
8,"10","43",-10,"many_C","C","many","no","54","900"
9,"0","1",3,"few_A","A","few","no","6","900"
9,"9","2",9,"few_C_adj","C","few","yes","6","5400"
9,"14","3",-2,"many_D","D","many","no","54","900"
9,"12","4",6,"few_D","D","few","no","6","900"
9,"8","5",6,"few_C","C","few","no","6","900"
9,"3","6",1,"many_A_adj","A","many","yes","54","150"
9,"5","7",9,"few_B_adj","B","few","yes","6","5400"
9,"4","8",3,"few_B","B","few","no","6","900"
9,"2","9",9,"many_A","A","many","no","54","900"
9,"5","10",-4,"few_B_adj","B","few","yes","6","5400"
9,"2","11",10,"many_A","A","many","no","54","900"
9,"5","12",-3,"few_B_adj","B","few","yes","6","5400"
9,"2","13",9,"many_A","A","many","no","54","900"
9,"7","14",-8,"many_B_adj","B","many","yes","54","150"
9,"0","15",3,"few_A","A","few","no","6","900"
9,"6","16",4,"many_B","B","many","no","54","900"
9,"11","17",6,"many_C_adj","C","many","yes","54","150"
9,"10","18",5,"many_C","C","many","no","54","900"
9,"1","19",6,"few_A_adj","A","few","yes","6","5400"
9,"14","20",5,"many_D","D","many","no","54","900"
9,"8","21",7,"few_C","C","few","no","6","900"
9,"15","22",-3,"many_D_adj","D","many","yes","54","150"
9,"5","23",7,"few_B_adj","B","few","yes","6","5400"
9,"11","24",5,"many_C_adj","C","many","yes","54","150"
9,"14","25",10,"many_D","D","many","no","54","900"
9,"13","26",9,"few_D_adj","D","few","yes","6","5400"
9,"13","27",-2,"few_D_adj","D","few","yes","6","5400"
9,"14","28",9,"many_D","D","many","no","54","900"
9,"0","29",-9,"few_A","A","few","no","6","900"
9,"9","30",6,"few_C_adj","C","few","yes","6","5400"
9,"4","31",10,"few_B","B","few","no","6","900"
9,"16","32",-2,"baseline","A","baseline","no","18","900"
9,"9","33",-1,"few_C_adj","C","few","yes","6","5400"
9,"3","34",8,"many_A_adj","A","many","yes","54","150"
9,"4","35",-4,"few_B","B","few","no","6","900"
9,"16","36",-1,"baseline","A","baseline","no","18","900"
9,"7","37",4,"many_B_adj","B","many","yes","54","150"
9,"14","38",-2,"many_D","D","many","no","54","900"
9,"16","39",-7,"baseline","A","baseline","no","18","900"
9,"10","40",10,"many_C","C","many","no","54","900"
9,"15","41",5,"many_D_adj","D","many","yes","54","150"
9,"5","42",-3,"few_B_adj","B","few","yes","6","5400"
9,"15","43",-10,"many_D_adj","D","many","yes","54","150"
0,"16","14",-8,"baseline","B","baseline","no","18","900"
1,"16","29",-3,"baseline","B","baseline","no","18","900"
1,"16","34",-4,"baseline","B","baseline","no","18","900"
1,"16","42",-2,"baseline","B","baseline","no","18","900"
10,"16","9",-4,"baseline","B","baseline","no","18","900"
10,"16","26",9,"baseline","B","baseline","no","18","900"
10,"16","38",-2,"baseline","B","baseline","no","18","900"
11,"16","11",-3,"baseline","B","baseline","no","18","900"
11,"16","18",7,"baseline","B","baseline","no","18","900"
11,"16","28",-1,"baseline","B","baseline","no","18","900"
11,"16","43",-10,"baseline","B","baseline","no","18","900"
12,"16","10",2,"baseline","B","baseline","no","18","900"
12,"16","24",3,"baseline","B","baseline","no","18","900"
13,"16","15",3,"baseline","B","baseline","no","18","900"
13,"16","30",2,"baseline","B","baseline","no","18","900"
14,"16","1",5,"baseline","B","baseline","no","18","900"
14,"16","2",9,"baseline","B","baseline","no","18","900"
14,"16","19",3,"baseline","B","baseline","no","18","900"
14,"16","23",7,"baseline","B","baseline","no","18","900"
14,"16","33",-1,"baseline","B","baseline","no","18","900"
15,"16","4",3,"baseline","B","baseline","no","18","900"
15,"16","8",0,"baseline","B","baseline","no","18","900"
15,"16","13",3,"baseline","B","baseline","no","18","900"
15,"16","17",-3,"baseline","B","baseline","no","18","900"
15,"16","21",8,"baseline","B","baseline","no","18","900"
15,"16","22",-2,"baseline","B","baseline","no","18","900"
15,"16","35",4,"baseline","B","baseline","no","18","900"
2,"16","6",1,"baseline","B","baseline","no","18","900"
2,"16","7",9,"baseline","B","baseline","no","18","900"
3,"16","25",10,"baseline","B","baseline","no","18","900"
3,"16","27",6,"baseline","B","baseline","no","18","900"
4,"16","16",1,"baseline","B","baseline","no","18","900"
4,"16","31",10,"baseline","B","baseline","no","18","900"
4,"16","37",6,"baseline","B","baseline","no","18","900"
5,"16","3",1,"baseline","B","baseline","no","18","900"
5,"16","20",8,"baseline","B","baseline","no","18","900"
6,"16","40",10,"baseline","B","baseline","no","18","900"
6,"16","41",0,"baseline","B","baseline","no","18","900"
7,"16","12",6,"baseline","B","baseline","no","18","900"
8,"16","5",3,"baseline","B","baseline","no","18","900"
9,"16","32",-2,"baseline","B","baseline","no","18","900"
9,"16","36",-1,"baseline","B","baseline","no","18","900"
9,"16","39",-7,"baseline","B","baseline","no","18","900"
0,"16","14",-8,"baseline","C","baseline","no","18","900"
1,"16","29",-3,"baseline","C","baseline","no","18","900"
1,"16","34",-4,"baseline","C","baseline","no","18","900"
1,"16","42",-2,"baseline","C","baseline","no","18","900"
10,"16","9",-4,"baseline","C","baseline","no","18","900"
10,"16","26",9,"baseline","C","baseline","no","18","900"
10,"16","38",-2,"baseline","C","baseline","no","18","900"
11,"16","11",-3,"baseline","C","baseline","no","18","900"
11,"16","18",7,"baseline","C","baseline","no","18","900"
11,"16","28",-1,"baseline","C","baseline","no","18","900"
11,"16","43",-10,"baseline","C","baseline","no","18","900"
12,"16","10",2,"baseline","C","baseline","no","18","900"
12,"16","24",3,"baseline","C","baseline","no","18","900"
13,"16","15",3,"baseline","C","baseline","no","18","900"
13,"16","30",2,"baseline","C","baseline","no","18","900"
14,"16","1",5,"baseline","C","baseline","no","18","900"
14,"16","2",9,"baseline","C","baseline","no","18","900"
14,"16","19",3,"baseline","C","baseline","no","18","900"
14,"16","23",7,"baseline","C","baseline","no","18","900"
14,"16","33",-1,"baseline","C","baseline","no","18","900"
15,"16","4",3,"baseline","C","baseline","no","18","900"
15,"16","8",0,"baseline","C","baseline","no","18","900"
15,"16","13",3,"baseline","C","baseline","no","18","900"
15,"16","17",-3,"baseline","C","baseline","no","18","900"
15,"16","21",8,"baseline","C","baseline","no","18","900"
15,"16","22",-2,"baseline","C","baseline","no","18","900"
15,"16","35",4,"baseline","C","baseline","no","18","900"
2,"16","6",1,"baseline","C","baseline","no","18","900"
2,"16","7",9,"baseline","C","baseline","no","18","900"
3,"16","25",10,"baseline","C","baseline","no","18","900"
3,"16","27",6,"baseline","C","baseline","no","18","900"
4,"16","16",1,"baseline","C","baseline","no","18","900"
4,"16","31",10,"baseline","C","baseline","no","18","900"
4,"16","37",6,"baseline","C","baseline","no","18","900"
5,"16","3",1,"baseline","C","baseline","no","18","900"
5,"16","20",8,"baseline","C","baseline","no","18","900"
6,"16","40",10,"baseline","C","baseline","no","18","900"
6,"16","41",0,"baseline","C","baseline","no","18","900"
7,"16","12",6,"baseline","C","baseline","no","18","900"
8,"16","5",3,"baseline","C","baseline","no","18","900"
9,"16","32",-2,"baseline","C","baseline","no","18","900"
9,"16","36",-1,"baseline","C","baseline","no","18","900"
9,"16","39",-7,"baseline","C","baseline","no","18","900"
0,"16","14",-8,"baseline","D","baseline","no","18","900"
1,"16","29",-3,"baseline","D","baseline","no","18","900"
1,"16","34",-4,"baseline","D","baseline","no","18","900"
1,"16","42",-2,"baseline","D","baseline","no","18","900"
10,"16","9",-4,"baseline","D","baseline","no","18","900"
10,"16","26",9,"baseline","D","baseline","no","18","900"
10,"16","38",-2,"baseline","D","baseline","no","18","900"
11,"16","11",-3,"baseline","D","baseline","no","18","900"
11,"16","18",7,"baseline","D","baseline","no","18","900"
11,"16","28",-1,"baseline","D","baseline","no","18","900"
11,"16","43",-10,"baseline","D","baseline","no","18","900"
12,"16","10",2,"baseline","D","baseline","no","18","900"
12,"16","24",3,"baseline","D","baseline","no","18","900"
13,"16","15",3,"baseline","D","baseline","no","18","900"
13,"16","30",2,"baseline","D","baseline","no","18","900"
14,"16","1",5,"baseline","D","baseline","no","18","900"
14,"16","2",9,"baseline","D","baseline","no","18","900"
14,"16","19",3,"baseline","D","baseline","no","18","900"
14,"16","23",7,"baseline","D","baseline","no","18","900"
14,"16","33",-1,"baseline","D","baseline","no","18","900"
15,"16","4",3,"baseline","D","baseline","no","18","900"
15,"16","8",0,"baseline","D","baseline","no","18","900"
15,"16","13",3,"baseline","D","baseline","no","18","900"
15,"16","17",-3,"baseline","D","baseline","no","18","900"
15,"16","21",8,"baseline","D","baseline","no","18","900"
15,"16","22",-2,"baseline","D","baseline","no","18","900"
15,"16","35",4,"baseline","D","baseline","no","18","900"
2,"16","6",1,"baseline","D","baseline","no","18","900"
2,"16","7",9,"baseline","D","baseline","no","18","900"
3,"16","25",10,"baseline","D","baseline","no","18","900"
3,"16","27",6,"baseline","D","baseline","no","18","900"
4,"16","16",1,"baseline","D","baseline","no","18","900"
4,"16","31",10,"baseline","D","baseline","no","18","900"
4,"16","37",6,"baseline","D","baseline","no","18","900"
5,"16","3",1,"baseline","D","baseline","no","18","900"
5,"16","20",8,"baseline","D","baseline","no","18","900"
6,"16","40",10,"baseline","D","baseline","no","18","900"
6,"16","41",0,"baseline","D","baseline","no","18","900"
7,"16","12",6,"baseline","D","baseline","no","18","900"
8,"16","5",3,"baseline","D","baseline","no","18","900"
9,"16","32",-2,"baseline","D","baseline","no","18","900"
9,"16","36",-1,"baseline","D","baseline","no","18","900"
9,"16","39",-7,"baseline","D","baseline","no","18","900"
0,"16","14",-8,"baseline","A","baseline","yes","18","900"
1,"16","29",-3,"baseline","A","baseline","yes","18","900"
1,"16","34",-4,"baseline","A","baseline","yes","18","900"
1,"16","42",-2,"baseline","A","baseline","yes","18","900"
10,"16","9",-4,"baseline","A","baseline","yes","18","900"
10,"16","26",9,"baseline","A","baseline","yes","18","900"
10,"16","38",-2,"baseline","A","baseline","yes","18","900"
11,"16","11",-3,"baseline","A","baseline","yes","18","900"
11,"16","18",7,"baseline","A","baseline","yes","18","900"
11,"16","28",-1,"baseline","A","baseline","yes","18","900"
11,"16","43",-10,"baseline","A","baseline","yes","18","900"
12,"16","10",2,"baseline","A","baseline","yes","18","900"
12,"16","24",3,"baseline","A","baseline","yes","18","900"
13,"16","15",3,"baseline","A","baseline","yes","18","900"
13,"16","30",2,"baseline","A","baseline","yes","18","900"
14,"16","1",5,"baseline","A","baseline","yes","18","900"
14,"16","2",9,"baseline","A","baseline","yes","18","900"
14,"16","19",3,"baseline","A","baseline","yes","18","900"
14,"16","23",7,"baseline","A","baseline","yes","18","900"
14,"16","33",-1,"baseline","A","baseline","yes","18","900"
15,"16","4",3,"baseline","A","baseline","yes","18","900"
15,"16","8",0,"baseline","A","baseline","yes","18","900"
15,"16","13",3,"baseline","A","baseline","yes","18","900"
15,"16","17",-3,"baseline","A","baseline","yes","18","900"
15,"16","21",8,"baseline","A","baseline","yes","18","900"
15,"16","22",-2,"baseline","A","baseline","yes","18","900"
15,"16","35",4,"baseline","A","baseline","yes","18","900"
2,"16","6",1,"baseline","A","baseline","yes","18","900"
2,"16","7",9,"baseline","A","baseline","yes","18","900"
3,"16","25",10,"baseline","A","baseline","yes","18","900"
3,"16","27",6,"baseline","A","baseline","yes","18","900"
4,"16","16",1,"baseline","A","baseline","yes","18","900"
4,"16","31",10,"baseline","A","baseline","yes","18","900"
4,"16","37",6,"baseline","A","baseline","yes","18","900"
5,"16","3",1,"baseline","A","baseline","yes","18","900"
5,"16","20",8,"baseline","A","baseline","yes","18","900"
6,"16","40",10,"baseline","A","baseline","yes","18","900"
6,"16","41",0,"baseline","A","baseline","yes","18","900"
7,"16","12",6,"baseline","A","baseline","yes","18","900"
8,"16","5",3,"baseline","A","baseline","yes","18","900"
9,"16","32",-2,"baseline","A","baseline","yes","18","900"
9,"16","36",-1,"baseline","A","baseline","yes","18","900"
9,"16","39",-7,"baseline","A","baseline","yes","18","900"
0,"16","14",-8,"baseline","B","baseline","yes","18","900"
1,"16","29",-3,"baseline","B","baseline","yes","18","900"
1,"16","34",-4,"baseline","B","baseline","yes","18","900"
1,"16","42",-2,"baseline","B","baseline","yes","18","900"
10,"16","9",-4,"baseline","B","baseline","yes","18","900"
10,"16","26",9,"baseline","B","baseline","yes","18","900"
10,"16","38",-2,"baseline","B","baseline","yes","18","900"
11,"16","11",-3,"baseline","B","baseline","yes","18","900"
11,"16","18",7,"baseline","B","baseline","yes","18","900"
11,"16","28",-1,"baseline","B","baseline","yes","18","900"
11,"16","43",-10,"baseline","B","baseline","yes","18","900"
12,"16","10",2,"baseline","B","baseline","yes","18","900"
12,"16","24",3,"baseline","B","baseline","yes","18","900"
13,"16","15",3,"baseline","B","baseline","yes","18","900"
13,"16","30",2,"baseline","B","baseline","yes","18","900"
14,"16","1",5,"baseline","B","baseline","yes","18","900"
14,"16","2",9,"baseline","B","baseline","yes","18","900"
14,"16","19",3,"baseline","B","baseline","yes","18","900"
14,"16","23",7,"baseline","B","baseline","yes","18","900"
14,"16","33",-1,"baseline","B","baseline","yes","18","900"
15,"16","4",3,"baseline","B","baseline","yes","18","900"
15,"16","8",0,"baseline","B","baseline","yes","18","900"
15,"16","13",3,"baseline","B","baseline","yes","18","900"
15,"16","17",-3,"baseline","B","baseline","yes","18","900"
15,"16","21",8,"baseline","B","baseline","yes","18","900"
15,"16","22",-2,"baseline","B","baseline","yes","18","900"
15,"16","35",4,"baseline","B","baseline","yes","18","900"
2,"16","6",1,"baseline","B","baseline","yes","18","900"
2,"16","7",9,"baseline","B","baseline","yes","18","900"
3,"16","25",10,"baseline","B","baseline","yes","18","900"
3,"16","27",6,"baseline","B","baseline","yes","18","900"
4,"16","16",1,"baseline","B","baseline","yes","18","900"
4,"16","31",10,"baseline","B","baseline","yes","18","900"
4,"16","37",6,"baseline","B","baseline","yes","18","900"
5,"16","3",1,"baseline","B","baseline","yes","18","900"
5,"16","20",8,"baseline","B","baseline","yes","18","900"
6,"16","40",10,"baseline","B","baseline","yes","18","900"
6,"16","41",0,"baseline","B","baseline","yes","18","900"
7,"16","12",6,"baseline","B","baseline","yes","18","900"
8,"16","5",3,"baseline","B","baseline","yes","18","900"
9,"16","32",-2,"baseline","B","baseline","yes","18","900"
9,"16","36",-1,"baseline","B","baseline","yes","18","900"
9,"16","39",-7,"baseline","B","baseline","yes","18","900"
0,"16","14",-8,"baseline","C","baseline","yes","18","900"
1,"16","29",-3,"baseline","C","baseline","yes","18","900"
1,"16","34",-4,"baseline","C","baseline","yes","18","900"
1,"16","42",-2,"baseline","C","baseline","yes","18","900"
10,"16","9",-4,"baseline","C","baseline","yes","18","900"
10,"16","26",9,"baseline","C","baseline","yes","18","900"
10,"16","38",-2,"baseline","C","baseline","yes","18","900"
11,"16","11",-3,"baseline","C","baseline","yes","18","900"
11,"16","18",7,"baseline","C","baseline","yes","18","900"
11,"16","28",-1,"baseline","C","baseline","yes","18","900"
11,"16","43",-10,"baseline","C","baseline","yes","18","900"
12,"16","10",2,"baseline","C","baseline","yes","18","900"
12,"16","24",3,"baseline","C","baseline","yes","18","900"
13,"16","15",3,"baseline","C","baseline","yes","18","900"
13,"16","30",2,"baseline","C","baseline","yes","18","900"
14,"16","1",5,"baseline","C","baseline","yes","18","900"
14,"16","2",9,"baseline","C","baseline","yes","18","900"
14,"16","19",3,"baseline","C","baseline","yes","18","900"
14,"16","23",7,"baseline","C","baseline","yes","18","900"
14,"16","33",-1,"baseline","C","baseline","yes","18","900"
15,"16","4",3,"baseline","C","baseline","yes","18","900"
15,"16","8",0,"baseline","C","baseline","yes","18","900"
15,"16","13",3,"baseline","C","baseline","yes","18","900"
15,"16","17",-3,"baseline","C","baseline","yes","18","900"
15,"16","21",8,"baseline","C","baseline","yes","18","900"
15,"16","22",-2,"baseline","C","baseline","yes","18","900"
15,"16","35",4,"baseline","C","baseline","yes","18","900"
2,"16","6",1,"baseline","C","baseline","yes","18","900"
2,"16","7",9,"baseline","C","baseline","yes","18","900"
3,"16","25",10,"baseline","C","baseline","yes","18","900"
3,"16","27",6,"baseline","C","baseline","yes","18","900"
4,"16","16",1,"baseline","C","baseline","yes","18","900"
4,"16","31",10,"baseline","C","baseline","yes","18","900"
4,"16","37",6,"baseline","C","baseline","yes","18","900"
5,"16","3",1,"baseline","C","baseline","yes","18","900"
5,"16","20",8,"baseline","C","baseline","yes","18","900"
6,"16","40",10,"baseline","C","baseline","yes","18","900"
6,"16","41",0,"baseline","C","baseline","yes","18","900"
7,"16","12",6,"baseline","C","baseline","yes","18","900"
8,"16","5",3,"baseline","C","baseline","yes","18","900"
9,"16","32",-2,"baseline","C","baseline","yes","18","900"
9,"16","36",-1,"baseline","C","baseline","yes","18","900"
9,"16","39",-7,"baseline","C","baseline","yes","18","900"
0,"16","14",-8,"baseline","D","baseline","yes","18","900"
1,"16","29",-3,"baseline","D","baseline","yes","18","900"
1,"16","34",-4,"baseline","D","baseline","yes","18","900"
1,"16","42",-2,"baseline","D","baseline","yes","18","900"
10,"16","9",-4,"baseline","D","baseline","yes","18","900"
10,"16","26",9,"baseline","D","baseline","yes","18","900"
10,"16","38",-2,"baseline","D","baseline","yes","18","900"
11,"16","11",-3,"baseline","D","baseline","yes","18","900"
11,"16","18",7,"baseline","D","baseline","yes","18","900"
11,"16","28",-1,"baseline","D","baseline","yes","18","900"
11,"16","43",-10,"baseline","D","baseline","yes","18","900"
12,"16","10",2,"baseline","D","baseline","yes","18","900"
12,"16","24",3,"baseline","D","baseline","yes","18","900"
13,"16","15",3,"baseline","D","baseline","yes","18","900"
13,"16","30",2,"baseline","D","baseline","yes","18","900"
14,"16","1",5,"baseline","D","baseline","yes","18","900"
14,"16","2",9,"baseline","D","baseline","yes","18","900"
14,"16","19",3,"baseline","D","baseline","yes","18","900"
