"cond_order","condition_num","subject","rating","condition","cell","few_many","adjusted","frequency","duration"
11,"15","6",6,"many_D_adj","D","many","yes","54","150"
11,"2","7",10,"many_A","A","many","no","54","900"
11,"11","8",-4,"many_C_adj","C","many","yes","54","150"
11,"4","9",6,"few_B","B","few","no","6","900"
11,"13","10",3,"few_D_adj","D","few","yes","6","5400"
11,"16","11",-3,"baseline","A","baseline","no","18","900"
11,"2","12",6,"many_A","A","many","no","54","900"
11,"15","13",3,"many_D_adj","D","many","yes","54","150"
11,"13","14",-8,"few_D_adj","D","few","yes","6","5400"
11,"5","15",-2,"few_B_adj","B","few","yes","6","5400"
11,"8","16",-9,"few_C","C","few","no","6","900"
11,"10","17",8,"many_C","C","many","no","54","900"
11,"16","18",7,"baseline","A","baseline","no","18","900"
11,"4","19",4,"few_B","B","few","no","6","900"
11,"10","20",6,"many_C","C","many","no","54","900"
11,"12","21",8,"few_D","D","few","no","6","900"
11,"9","22",2,"few_C_adj","C","few","yes","6","5400"
11,"8","23",8,"few_C","C","few","no","6","900"
11,"3","24",4,"many_A_adj","A","many","yes","54","150"
11,"4","25",0,"few_B","B","few","no","6","900"
11,"1","26",9,"few_A_adj","A","few","yes","6","5400"
11,"14","27",1,"many_D","D","many","no","54","900"
11,"16","28",-1,"baseline","A","baseline","no","18","900"
11,"13","29",2,"few_D_adj","D","few","yes","6","5400"
11,"2","30",8,"many_A","A","many","no","54","900"
11,"13","31",10,"few_D_adj","D","few","yes","6","5400"
11,"14","32",6,"many_D","D","many","no","54","900"
11,"15","33",1,"many_D_adj","D","many","yes","54","150"
11,"7","34",-3,"many_B_adj","B","many","yes","54","150"
11,"9","35",2,"few_C_adj","C","few","yes","6","5400"
11,"14","36",4,"many_D","D","many","no","54","900"
11,"11","37",7,"many_C_adj","C","many","yes","54","150"
11,"5","38",2,"few_B_adj","B","few","yes","6","5400"
11,"7","39",5,"many_B_adj","B","many","yes","54","150"
11,"1","40",10,"few_A_adj","A","few","yes","6","5400"
11,"6","41",-3,"many_B","B","many","no","54","900"
11,"6","42",5,"many_B","B","many","no","54","900"
11,"16","43",-10,"baseline","A","baseline","no","18","900"
12,"13","1",4,"few_D_adj","D","few","yes","6","5400"
12,"1","2",8,"few_A_adj","A","few","yes","6","5400"
12,"11","3",1,"many_C_adj","C","many","yes","54","150"
12,"4","4",7,"few_B","B","few","no","6","900"
12,"2","5",6,"many_A","A","many","no","54","900"
12,"10","6",1,"many_C","C","many","no","54","900"
12,"10","7",10,"many_C","C","many","no","54","900"
12,"3","8",8,"many_A_adj","A","many","yes","54","150"
12,"7","9",-5,"many_B_adj","B","many","yes","54","150"
12,"16","10",2,"baseline","A","baseline","no","18","900"
12,"14","11",2,"many_D","D","many","no","54","900"
12,"8","12",-4,"few_C","C","few","no","6","900"
12,"12","13",0,"few_D","D","few","no","6","900"
12,"2","14",7,"many_A","A","many","no","54","900"
12,"12","15",-2,"few_D","D","few","no","6","900"
12,"11","16",-6,"many_C_adj","C","many","yes","54","150"
12,"6","17",7,"many_B","B","many","no","54","900"
12,"12","18",4,"few_D","D","few","no","6","900"
12,"13","19",4,"few_D_adj","D","few","yes","6","5400"
12,"3","20",3,"many_A_adj","A","many","yes","54","150"
12,"11","21",-8,"many_C_adj","C","many","yes","54","150"
12,"1","22",-4,"few_A_adj","A","few","yes","6","5400"
12,"13","23",8,"few_D_adj","D","few","yes","6","5400"
12,"16","24",3,"baseline","A","baseline","no","18","900"
12,"3","25",10,"many_A_adj","A","many","yes","54","150"
12,"0","26",9,"few_A","A","few","no","6","900"
12,"2","27",10,"many_A","A","many","no","54","900"
12,"10","28",-3,"many_C","C","many","no","54","900"
12,"11","29",1,"many_C_adj","C","many","yes","54","150"
12,"1","30",3,"few_A_adj","A","few","yes","6","5400"
12,"15","31",10,"many_D_adj","D","many","yes","54","150"
12,"5","32",5,"few_B_adj","B","few","yes","6","5400"
12,"13","33",-2,"few_D_adj","D","few","yes","6","5400"
12,"14","34",-8,"many_D","D","many","no","54","900"
12,"2","35",3,"many_A","A","many","no","54","900"
12,"11","36",-1,"many_C_adj","C","many","yes","54","150"
12,"8","37",4,"few_C","C","few","no","6","900"
12,"10","38",-6,"many_C","C","many","no","54","900"
12,"6","39",-8,"many_B","B","many","no","54","900"
12,"12","40",10,"few_D","D","few","no","6","900"
12,"5","41",3,"few_B_adj","B","few","yes","6","5400"
12,"7","42",-4,"many_B_adj","B","many","yes","54","150"
12,"3","43",9,"many_A_adj","A","many","yes","54","150"
13,"10","1",2,"many_C","C","many","no","54","900"
13,"8","2",9,"few_C","C","few","no","6","900"
13,"13","3",2,"few_D_adj","D","few","yes","6","5400"
13,"1","4",2,"few_A_adj","A","few","yes","6","5400"
13,"15","5",6,"many_D_adj","D","many","yes","54","150"
13,"14","6",3,"many_D","D","many","no","54","900"
13,"13","7",10,"few_D_adj","D","few","yes","6","5400"
13,"5","8",-2,"few_B_adj","B","few","yes","6","5400"
13,"6","9",-5,"many_B","B","many","no","54","900"
13,"12","10",5,"few_D","D","few","no","6","900"
13,"7","11",4,"many_B_adj","B","many","yes","54","150"
13,"3","12",-4,"many_A_adj","A","many","yes","54","150"
13,"4","13",-2,"few_B","B","few","no","6","900"
13,"0","14",8,"few_A","A","few","no","6","900"
13,"16","15",3,"baseline","A","baseline","no","18","900"
13,"10","16",-4,"many_C","C","many","no","54","900"
13,"12","17",7,"few_D","D","few","no","6","900"
13,"4","18",4,"few_B","B","few","no","6","900"
13,"11","19",3,"many_C_adj","C","many","yes","54","150"
13,"1","20",-5,"few_A_adj","A","few","yes","6","5400"
13,"7","21",9,"many_B_adj","B","many","yes","54","150"
13,"5","22",1,"few_B_adj","B","few","yes","6","5400"
13,"3","23",7,"many_A_adj","A","many","yes","54","150"
13,"10","24",-3,"many_C","C","many","no","54","900"
13,"15","25",0,"many_D_adj","D","many","yes","54","150"
13,"10","26",10,"many_C","C","many","no","54","900"
13,"12","27",4,"few_D","D","few","no","6","900"
13,"15","28",3,"many_D_adj","D","many","yes","54","150"
13,"5","29",1,"few_B_adj","B","few","yes","6","5400"
13,"16","30",2,"baseline","A","baseline","no","18","900"
13,"11","31",10,"many_C_adj","C","many","yes","54","150"
13,"6","32",6,"many_B","B","many","no","54","900"
13,"14","33",3,"many_D","D","many","no","54","900"
13,"10","34",-10,"many_C","C","many","no","54","900"
13,"11","35",4,"many_C_adj","C","many","yes","54","150"
13,"10","36",-2,"many_C","C","many","no","54","900"
13,"6","37",6,"many_B","B","many","no","54","900"
13,"11","38",1,"many_C_adj","C","many","yes","54","150"
13,"14","39",-8,"many_D","D","many","no","54","900"
13,"11","40",10,"many_C_adj","C","many","yes","54","150"
13,"13","41",-7,"few_D_adj","D","few","yes","6","5400"
13,"14","42",3,"many_D","D","many","no","54","900"
13,"12","43",10,"few_D","D","few","no","6","900"
14,"16","1",5,"baseline","A","baseline","no","18","900"
14,"16","2",9,"baseline","A","baseline","no","18","900"
14,"0","3",1,"few_A","A","few","no","6","900"
14,"5","4",1,"few_B_adj","B","few","yes","6","5400"
14,"6","5",3,"many_B","B","many","no","54","900"
14,"8","6",1,"few_C","C","few","no","6","900"
14,"7","7",10,"many_B_adj","B","many","yes","54","150"
14,"9","8",2,"few_C_adj","C","few","yes","6","5400"
14,"15","9",8,"many_D_adj","D","many","yes","54","150"
14,"7","10",2,"many_B_adj","B","many","yes","54","150"
14,"15","11",2,"many_D_adj","D","many","yes","54","150"
14,"4","12",5,"few_B","B","few","no","6","900"
14,"1","13",-5,"few_A_adj","A","few","yes","6","5400"
14,"12","14",8,"few_D","D","few","no","6","900"
14,"14","15",3,"many_D","D","many","no","54","900"
14,"5","16",4,"few_B_adj","B","few","yes","6","5400"
14,"7","17",7,"many_B_adj","B","many","yes","54","150"
14,"2","18",8,"many_A","A","many","no","54","900"
14,"16","19",3,"baseline","A","baseline","no","18","900"
14,"11","20",5,"many_C_adj","C","many","yes","54","150"
14,"2","21",7,"many_A","A","many","no","54","900"
14,"13","22",-4,"few_D_adj","D","few","yes","6","5400"
14,"16","23",7,"baseline","A","baseline","no","18","900"
14,"7","24",2,"many_B_adj","B","many","yes","54","150"
14,"8","25",10,"few_C","C","few","no","6","900"
14,"12","26",9,"few_D","D","few","no","6","900"
14,"1","27",-7,"few_A_adj","A","few","yes","6","5400"
14,"1","28",4,"few_A_adj","A","few","yes","6","5400"
14,"12","29",-2,"few_D","D","few","no","6","900"
14,"10","30",-2,"many_C","C","many","no","54","900"
14,"2","31",10,"many_A","A","many","no","54","900"
14,"10","32",-4,"many_C","C","many","no","54","900"
14,"16","33",-1,"baseline","A","baseline","no","18","900"
14,"12","34",5,"few_D","D","few","no","6","900"
14,"14","35",7,"many_D","D","many","no","54","900"
14,"15","36",1,"many_D_adj","D","many","yes","54","150"
14,"13","37",6,"few_D_adj","D","few","yes","6","5400"
14,"4","38",7,"few_B","B","few","no","6","900"
14,"12","39",3,"few_D","D","few","no","6","900"
14,"8","40",6,"few_C","C","few","no","6","900"
14,"14","41",8,"many_D","D","many","no","54","900"
14,"3","42",-4,"many_A_adj","A","many","yes","54","150"
14,"2","43",10,"many_A","A","many","no","54","900"
15,"5","1",3,"few_B_adj","B","few","yes","6","5400"
15,"6","2",-4,"many_B","B","many","no","54","900"
15,"1","3",-2,"few_A_adj","A","few","yes","6","5400"
15,"16","4",3,"baseline","A","baseline","no","18","900"
15,"3","5",4,"many_A_adj","A","many","yes","54","150"
15,"12","6",1,"few_D","D","few","no","6","900"
15,"15","7",10,"many_D_adj","D","many","yes","54","150"
15,"16","8",0,"baseline","A","baseline","no","18","900"
15,"14","9",-4,"many_D","D","many","no","54","900"
15,"6","10",-5,"many_B","B","many","no","54","900"
15,"5","11",-3,"few_B_adj","B","few","yes","6","5400"
15,"14","12",-5,"many_D","D","many","no","54","900"
15,"16","13",3,"baseline","A","baseline","no","18","900"
15,"5","14",-6,"few_B_adj","B","few","yes","6","5400"
15,"3","15",4,"many_A_adj","A","many","yes","54","150"
15,"1","16",-1,"few_A_adj","A","few","yes","6","5400"
15,"16","17",-3,"baseline","A","baseline","no","18","900"
15,"9","18",-3,"few_C_adj","C","few","yes","6","5400"
15,"5","19",7,"few_B_adj","B","few","yes","6","5400"
15,"13","20",5,"few_D_adj","D","few","yes","6","5400"
15,"16","21",8,"baseline","A","baseline","no","18","900"
15,"16","22",-2,"baseline","A","baseline","no","18","900"
15,"14","23",9,"many_D","D","many","no","54","900"
15,"0","24",3,"few_A","A","few","no","6","900"
15,"5","25",10,"few_B_adj","B","few","yes","6","5400"
15,"9","26",10,"few_C_adj","C","few","yes","6","5400"
15,"11","27",-7,"many_C_adj","C","many","yes","54","150"
15,"6","28",-5,"many_B","B","many","no","54","900"
15,"6","29",-6,"many_B","B","many","no","54","900"
15,"4","30",-3,"few_B","B","few","no","6","900"
15,"0","31",10,"few_A","A","few","no","6","900"
15,"0","32",4,"few_A","A","few","no","6","900"
15,"12","33",4,"few_D","D","few","no","6","900"
15,"2","34",9,"many_A","A","many","no","54","900"
15,"16","35",4,"baseline","A","baseline","no","18","900"
15,"1","36",3,"few_A_adj","A","few","yes","6","5400"
15,"2","37",5,"many_A","A","many","no","54","900"
15,"13","38",1,"few_D_adj","D","few","yes","6","5400"
15,"4","39",5,"few_B","B","few","no","6","900"
15,"3","40",8,"many_A_adj","A","many","yes","54","150"
15,"4","41",5,"few_B","B","few","no","6","900"
15,"2","42",3,"many_A","A","many","no","54","900"
15,"5","43",10,"few_B_adj","B","few","yes","6","5400"
16,"3","1",8,"many_A_adj","A","many","yes","54","150"
16,"12","2",6,"few_D","D","few","no","6","900"
16,"6","3",1,"many_B","B","many","no","54","900"
16,"15","4",4,"many_D_adj","D","many","yes","54","150"
16,"9","5",2,"few_C_adj","C","few","yes","6","5400"
16,"5","6",1,"few_B_adj","B","few","yes","6","5400"
16,"14","7",10,"many_D","D","many","no","54","900"
16,"13","8",-4,"few_D_adj","D","few","yes","6","5400"
16,"1","9",6,"few_A_adj","A","few","yes","6","5400"
16,"4","10",3,"few_B","B","few","no","6","900"
16,"9","11",-8,"few_C_adj","C","few","yes","6","5400"
16,"9","12",4,"few_C_adj","C","few","yes","6","5400"
16,"0","13",-7,"few_A","A","few","no","6","900"
16,"3","14",9,"many_A_adj","A","many","yes","54","150"
16,"8","15",4,"few_C","C","few","no","6","900"
16,"2","16",1,"many_A","A","many","no","54","900"
16,"14","17",7,"many_D","D","many","no","54","900"
16,"15","18",6,"many_D_adj","D","many","yes","54","150"
16,"15","19",7,"many_D_adj","D","many","yes","54","150"
16,"15","20",7,"many_D_adj","D","many","yes","54","150"
16,"14","21",8,"many_D","D","many","no","54","900"
16,"0","22",-3,"few_A","A","few","no","6","900"
16,"2","23",7,"many_A","A","many","no","54","900"
16,"1","24",4,"few_A_adj","A","few","yes","6","5400"
16,"9","25",10,"few_C_adj","C","few","yes","6","5400"
16,"7","26",10,"many_B_adj","B","many","yes","54","150"
16,"0","27",-9,"few_A","A","few","no","6","900"
16,"12","28",-1,"few_D","D","few","no","6","900"
16,"14","29",-1,"many_D","D","many","no","54","900"
16,"13","30",-7,"few_D_adj","D","few","yes","6","5400"
16,"8","31",10,"few_C","C","few","no","6","900"
16,"12","32",5,"few_D","D","few","no","6","900"
16,"3","33",6,"many_A_adj","A","many","yes","54","150"
16,"13","34",3,"few_D_adj","D","few","yes","6","5400"
16,"13","35",8,"few_D_adj","D","few","yes","6","5400"
16,"5","36",-2,"few_B_adj","B","few","yes","6","5400"
16,"5","37",6,"few_B_adj","B","few","yes","6","5400"
16,"8","38",1,"few_C","C","few","no","6","900"
16,"1","39",-2,"few_A_adj","A","few","yes","6","5400"
16,"5","40",9,"few_B_adj","B","few","yes","6","5400"
16,"3","41",-7,"many_A_adj","A","many","yes","54","150"
16,"10","42",-4,"many_C","C","many","no","54","900"
16,"4","43",10,"few_B","B","few","no","6","900"
2,"8","1",4,"few_C","C","few","no","6","900"
2,"15","2",10,"many_D_adj","D","many","yes","54","150"
2,"9","3",8,"few_C_adj","C","few","yes","6","5400"
2,"0","4",1,"few_A","A","few","no","6","900"
2,"14","5",3,"many_D","D","many","no","54","900"
2,"16","6",1,"baseline","A","baseline","no","18","900"
2,"16","7",9,"baseline","A","baseline","no","18","900"
2,"0","8",-8,"few_A","A","few","no","6","900"
2,"9","9",-5,"few_C_adj","C","few","yes","6","5400"
2,"15","10",-5,"many_D_adj","D","many","yes","54","150"
2,"11","11",6,"many_C_adj","C","many","yes","54","150"
2,"7","12",-6,"many_B_adj","B","many","yes","54","150"
2,"9","13",8,"few_C_adj","C","few","yes","6","5400"
2,"10","14",7,"many_C","C","many","no","54","900"
2,"15","15",3,"many_D_adj","D","many","yes","54","150"
2,"15","16",-3,"many_D_adj","D","many","yes","54","150"
2,"1","17",6,"few_A_adj","A","few","yes","6","5400"
2,"3","18",6,"many_A_adj","A","many","yes","54","150"
2,"9","19",4,"few_C_adj","C","few","yes","6","5400"
2,"2","20",8,"many_A","A","many","no","54","900"
2,"9","21",9,"few_C_adj","C","few","yes","6","5400"
2,"3","22",-5,"many_A_adj","A","many","yes","54","150"
2,"9","23",7,"few_C_adj","C","few","yes","6","5400"
2,"4","24",5,"few_B","B","few","no","6","900"
2,"11","25",10,"many_C_adj","C","many","yes","54","150"
2,"15","26",9,"many_D_adj","D","many","yes","54","150"
2,"10","27",-10,"many_C","C","many","no","54","900"
2,"8","28",1,"few_C","C","few","no","6","900"
2,"1","29",-2,"few_A_adj","A","few","yes","6","5400"
2,"8","30",8,"few_C","C","few","no","6","900"
2,"10","31",10,"many_C","C","many","no","54","900"
2,"9","32",5,"few_C_adj","C","few","yes","6","5400"
2,"7","33",-5,"many_B_adj","B","many","yes","54","150"
2,"0","34",-10,"few_A","A","few","no","6","900"
2,"12","35",-2,"few_D","D","few","no","6","900"
2,"12","36",2,"few_D","D","few","no","6","900"
2,"12","37",5,"few_D","D","few","no","6","900"
2,"0","38",-7,"few_A","A","few","no","6","900"
2,"9","39",-3,"few_C_adj","C","few","yes","6","5400"
2,"4","40",10,"few_B","B","few","no","6","900"
2,"8","41",8,"few_C","C","few","no","6","900"
2,"12","42",4,"few_D","D","few","no","6","900"
2,"0","43",-10,"few_A","A","few","no","6","900"
3,"2","1",9,"many_A","A","many","no","54","900"
3,"4","2",9,"few_B","B","few","no","6","900"
3,"2","3",-5,"many_A","A","many","no","54","900"
3,"9","4",8,"few_C_adj","C","few","yes","6","5400"
3,"1","5",2,"few_A_adj","A","few","yes","6","5400"
3,"1","6",-3,"few_A_adj","A","few","yes","6","5400"
3,"11","7",10,"many_C_adj","C","many","yes","54","150"
3,"2","8",7,"many_A","A","many","no","54","900"
3,"11","9",8,"many_C_adj","C","many","yes","54","150"
3,"11","10",-6,"many_C_adj","C","many","yes","54","150"
3,"8","11",-4,"few_C","C","few","no","6","900"
3,"1","12",7,"few_A_adj","A","few","yes","6","5400"
3,"5","13",4,"few_B_adj","B","few","yes","6","5400"
3,"9","14",-9,"few_C_adj","C","few","yes","6","5400"
3,"2","15",4,"many_A","A","many","no","54","900"
3,"3","16",-1,"many_A_adj","A","many","yes","54","150"
3,"4","17",7,"few_B","B","few","no","6","900"
3,"6","18",1,"many_B","B","many","no","54","900"
3,"0","19",4,"few_A","A","few","no","6","900"
3,"4","20",8,"few_B","B","few","no","6","900"
3,"0","21",-6,"few_A","A","few","no","6","900"
3,"6","22",4,"many_B","B","many","no","54","900"
3,"15","23",6,"many_D_adj","D","many","yes","54","150"
3,"5","24",5,"few_B_adj","B","few","yes","6","5400"
3,"16","25",10,"baseline","A","baseline","no","18","900"
3,"14","26",9,"many_D","D","many","no","54","900"
3,"16","27",6,"baseline","A","baseline","no","18","900"
3,"7","28",5,"many_B_adj","B","many","yes","54","150"
3,"9","29",-8,"few_C_adj","C","few","yes","6","5400"
3,"3","30",1,"many_A_adj","A","many","yes","54","150"
3,"7","31",10,"many_B_adj","B","many","yes","54","150"
3,"11","32",-2,"many_C_adj","C","many","yes","54","150"
3,"2","33",2,"many_A","A","many","no","54","900"
3,"5","34",-2,"few_B_adj","B","few","yes","6","5400"
3,"10","35",-3,"many_C","C","many","no","54","900"
3,"3","36",6,"many_A_adj","A","many","yes","54","150"
3,"3","37",-4,"many_A_adj","A","many","yes","54","150"
3,"12","38",7,"few_D","D","few","no","6","900"
3,"5","39",5,"few_B_adj","B","few","yes","6","5400"
3,"13","40",6,"few_D_adj","D","few","yes","6","5400"
3,"11","41",-4,"many_C_adj","C","many","yes","54","150"
3,"8","42",-2,"few_C","C","few","no","6","900"
3,"1","43",-10,"few_A_adj","A","few","yes","6","5400"
4,"15","1",4,"many_D_adj","D","many","yes","54","150"
4,"11","2",9,"many_C_adj","C","many","yes","54","150"
4,"7","3",-2,"many_B_adj","B","many","yes","54","150"
4,"3","4",9,"many_A_adj","A","many","yes","54","150"
4,"10","5",2,"many_C","C","many","no","54","900"
4,"11","6",6,"many_C_adj","C","many","yes","54","150"
4,"0","7",9,"few_A","A","few","no","6","900"
4,"8","8",3,"few_C","C","few","no","6","900"
4,"8","9",9,"few_C","C","few","no","6","900"
4,"2","10",7,"many_A","A","many","no","54","900"
4,"3","11",9,"many_A_adj","A","many","yes","54","150"
4,"11","12",5,"many_C_adj","C","many","yes","54","150"
4,"8","13",-1,"few_C","C","few","no","6","900"
4,"6","14",9,"many_B","B","many","no","54","900"
4,"9","15",4,"few_C_adj","C","few","yes","6","5400"
4,"16","16",1,"baseline","A","baseline","no","18","900"
4,"5","17",7,"few_B_adj","B","few","yes","6","5400"
4,"1","18",1,"few_A_adj","A","few","yes","6","5400"
4,"2","19",4,"many_A","A","many","no","54","900"
4,"5","20",7,"few_B_adj","B","few","yes","6","5400"
4,"15","21",3,"many_D_adj","D","many","yes","54","150"
4,"11","22",3,"many_C_adj","C","many","yes","54","150"
4,"7","23",7,"many_B_adj","B","many","yes","54","150"
4,"13","24",-4,"few_D_adj","D","few","yes","6","5400"
4,"0","25",10,"few_A","A","few","no","6","900"
4,"2","26",8,"many_A","A","many","no","54","900"
4,"5","27",3,"few_B_adj","B","few","yes","6","5400"
4,"5","28",-2,"few_B_adj","B","few","yes","6","5400"
4,"8","29",-2,"few_C","C","few","no","6","900"
4,"5","30",-4,"few_B_adj","B","few","yes","6","5400"
4,"16","31",10,"baseline","A","baseline","no","18","900"
